Stop_Name,Total_Daily_Alighting,geometry,Near_Route,Label
(Mostorod Bridge) Ring Road,452.0,POINT (336683.6846991951 3338102.9075534586),True,Near Route (≤120m)
10 St. Steps (Ring Rd.),45.0,POINT (326850.2233298273 3331922.583349377),True,Near Route (≤120m)
10th District (Nasr City),8875.0,POINT (343729.3272537765 3325311.5011734497),True,Near Route (≤120m)
10th District (Shorouq City),238.0,POINT (370675.00373172376 3334452.4207521128),True,Near Route (≤120m)
10th District Station (6th of October),192.0,POINT (298870.79926975304 3316662.1063622423),True,Near Route (≤120m)
10th District Station (Nasr City),3137.0,,False,Far from Route (>120m)
10th of Ramadan,1144.0,POINT (346739.93796078017 3337023.283947667),True,Near Route (≤120m)
10th of Ramadan (Ismailiya Desert Rd.),58.0,POINT (348112.3889636217 3336306.762586671),True,Near Route (≤120m)
10th of Ramadan City,2608.0,POINT (379198.89726746746 3352156.7564057047),True,Near Route (≤120m)
11th District Exit (Sheikh Zayed),29.0,POINT (304954.73711266345 3325945.7243389203),True,Near Route (≤120m)
15th of May School (Mostorod),6351.0,POINT (334598.29402291565 3334668.1563400677),True,Near Route (≤120m)
1st Settlement Authority,1234.0,POINT (350396.45189477 3325575.7485149703),True,Near Route (≤120m)
1st Settlement Station,155.0,POINT (350510.0958196736 3326954.7732920987),True,Near Route (≤120m)
20 St. & Al Mostaqbal St. (Sheikh Zayed),24.0,POINT (304910.9684402314 3325730.426719924),True,Near Route (≤120m)
26th of July Corridor & Alex Desert Rd.,72.0,POINT (312151.1531222211 3325605.2542601344),True,Near Route (≤120m)
26th of July Corridor Exit to Alex Desert Rd.,226.0,POINT (312039.520748277 3325770.7588304672),True,Near Route (≤120m)
26th of July Mehwar Steps to Ard Al Lewa,617.0,,False,Far from Route (>120m)
2nd Nasr City Police Station,750.0,POINT (337282.8641703208 3325583.472137986),True,Near Route (≤120m)
3rd Settlement Station,1247.0,POINT (349735.64198420744 3318035.910316419),True,Near Route (≤120m)
5th Settlement Authority,145.0,POINT (347370.7737382131 3319080.8083691723),True,Near Route (≤120m)
5th Settlement Police Station,88.0,POINT (348238.545380649 3319579.8025213326),True,Near Route (≤120m)
6 October Bridge (Mostorod),53.0,POINT (335602.863639366 3335301.555479314),True,Near Route (≤120m)
6th District (6th of October),848.0,POINT (298972.1812370875 3313018.6300131073),True,Near Route (≤120m)
6th Of October City Authority,110.0,POINT (302466.75334306434 3318637.153934277),True,Near Route (≤120m)
6th of October Garden (Helwan),84.0,POINT (338611.38942641125 3302269.6859928058),True,Near Route (≤120m)
6th of October Panorama,254.0,POINT (336518.37790932774 3328214.8836083226),True,Near Route (≤120m)
6th Of October University,337.0,POINT (302198.6414972049 3317860.873544636),True,Near Route (≤120m)
7 Omarat,180.0,POINT (339667.291528333 3329701.535492211),True,Near Route (≤120m)
7th District (Nasr City),771.0,POINT (338932.98693880136 3324610.9528224305),True,Near Route (≤120m)
7th District Entrance (6th of October),1030.0,POINT (301307.13784538716 3318070.1541952374),True,Near Route (≤120m)
7th District Station (Nasr City),1990.0,POINT (338916.7634759745 3324801.434355451),True,Near Route (≤120m)
8th District (6th of October),28.0,POINT (300448.9239104808 3317798.9576600967),True,Near Route (≤120m)
8th District (Nasr City),3788.0,POINT (343875.6900926082 3326695.7839542874),True,Near Route (≤120m)
8th District (Shorouq City),122.0,POINT (365705.9921143822 3337762.391171253),True,Near Route (≤120m)
Aba Al Kassem Mosque (Autostrad),422.0,POINT (334766.9470261298 3312589.1626390778),True,Near Route (≤120m)
Abageyya Bridge,240.0,,False,Far from Route (>120m)
Abbas Al Akkad & Mostafa Al Nahas,478.0,,False,Far from Route (>120m)
Abbaseya,10845.0,POINT (334708.14213740785 3328134.2365397993),True,Near Route (≤120m)
Abbaseya Bridge Entrance,3938.0,POINT (335145.33212300076 3327804.4436203386),True,Near Route (≤120m)
Abbaseya Bridge Exit,1023.0,POINT (334581.2611885346 3328377.9515734212),True,Near Route (≤120m)
Abbaseya Hospital,803.0,POINT (335629.82415799226 3327876.0037027537),True,Near Route (≤120m)
Abbaseya Square,7071.0,POINT (334739.54005609447 3328212.24604341),True,Near Route (≤120m)
Abbaseya Station,528.0,,False,Far from Route (>120m)
Abboud,15479.0,POINT (331753.67674587213 3331830.5954406494),True,Near Route (≤120m)
Abd Al Moneim Riad,23465.0,POINT (329535.8411412995 3325586.985621468),True,Near Route (≤120m)
Abd El Aziz St. (Ataba),11624.0,POINT (331310.8896282574 3325552.558965418),True,Near Route (≤120m)
Abdeen,748.0,POINT (330847.4706962771 3324641.7460518116),True,Near Route (≤120m)
Abdel Menaam Reyad Mosque (Nile Corniche),310.0,,False,Far from Route (>120m)
Abdo Basha,1869.624773438095,POINT (333887.0388579598 3327283.7959694667),True,Near Route (≤120m)
Abdullah Al Othaym (Nile Corniche),109.0,POINT (334797.39834403165 3306994.759787104),True,Near Route (≤120m)
Abo Senna Steps,1259.0,POINT (329446.65579539817 3337301.3297292697),True,Near Route (≤120m)
Abo Sir Steps (Ring Rd.),0.0,POINT (344813.7328236626 3338123.676472041),True,Near Route (≤120m)
Abou Al Majd Center (Mostorod),784.0,POINT (335067.3111011524 3334063.047526138),True,Near Route (≤120m)
Abou Al Reesh,3026.0,POINT (329996.25764357584 3323244.4907575785),True,Near Route (≤120m)
Abou Wafya,2458.0,POINT (331932.60260945995 3330856.760598425),True,Near Route (≤120m)
Abou Wafya Bridge,417.0,POINT (332900.5136438771 3330652.229585566),True,Near Route (≤120m)
Abu Al Gheit Ambulance Service,800.0,POINT (326463.831051199 3337688.3337486424),True,Near Route (≤120m)
Abu Al Houl ( Mansoureyya Rd. ),168.0,,False,Far from Route (>120m)
Abu Al Houl St.,336.0,POINT (320835.3401353423 3317753.9882220137),True,Near Route (≤120m)
Abu Bakr Al Sedeeq Mosque - Sheraton,120.0,POINT (343515.48664823134 3331041.2195407283),True,Near Route (≤120m)
Abu Bakr Al Sediq Mosque (Sheraton),260.0,POINT (343386.0995713663 3331084.9741812903),True,Near Route (≤120m)
Abu El Numrus,2350.0,POINT (329301.5759534871 3315622.5944886603),True,Near Route (≤120m)
Abu Khater (Al Matareyya),1828.0,POINT (336052.5369805327 3333949.7798639527),True,Near Route (≤120m)
Abu Makarem Mosque (Al Waili),0.0,POINT (334148.32038121833 3326189.773613986),True,Near Route (≤120m)
Adawy (Nile Corniche),309.0,POINT (334655.7712804777 3308567.9406192424),True,Near Route (≤120m)
Aden St & Sudan St,428.0,,False,Far from Route (>120m)
Adidas Steps (Ring Rd.),462.0,POINT (338092.79323723936 3318194.1851688456),True,Near Route (≤120m)
Afendina Dome ( Manshiyat Nasser ),1052.0,,False,Far from Route (>120m)
Agouza Corniche,440.0,POINT (328206.89192756417 3325274.524036847),True,Near Route (≤120m)
Agouza Police Hospital,531.0,POINT (328082.70770539093 3325921.219601222),True,Near Route (≤120m)
Agricultural Center (Badrasheen),1629.0,POINT (330697.67091051285 3303610.9203659524),True,Near Route (≤120m)
Agricultural Research Center - Cairo University,668.0,POINT (327519.67873398744 3322465.7260529436),True,Near Route (≤120m)
Agyad School (Betcho),240.0,POINT (338856.1322165271 3317026.356959188),True,Near Route (≤120m)
Ahli Bank (Al Nadi Al Gedid St.),2194.0,POINT (333271.7863891789 3316639.180835001),True,Near Route (≤120m)
Ahli Kuwaiti Bank (Sudan St),1090.0,,False,Far from Route (>120m)
Ahmed Al Sallab Mall (Nasr City),1850.0,POINT (338396.55213218054 3325704.65348829),True,Near Route (≤120m)
Ahmed Badawi St.,5790.0,POINT (330841.73611440556 3327431.9262929005),True,Near Route (≤120m)
Ahmed Esmat St. & Ain Shams St.,16.0,POINT (338304.9799052294 3334285.8473677263),True,Near Route (≤120m)
Ahmed Fakhry and Autostrad,3883.0,POINT (340801.2500052536 3327655.4485408217),True,Near Route (≤120m)
Ahmed Helmy,14845.0,POINT (330806.7163435186 3327281.1424968066),True,Near Route (≤120m)
Ahmed Ismail Square (Alf Maskan),1200.0,POINT (339496.6488863996 3333414.2643696875),True,Near Route (≤120m)
Ahmed Maher Teaching Hospital,4653.37964851851,POINT (331305.3444669902 3324476.7624952006),True,Near Route (≤120m)
Ahmed Oraby Metro,3718.0,POINT (330468.79960573826 3326459.380394787),True,Near Route (≤120m)
Ahmed Oraby Square (Obour),13.0,POINT (351540.7195380976 3344768.2192541454),True,Near Route (≤120m)
Ahmed Oraby St.,4752.0,POINT (330616.4866179107 3326835.78066164),True,Near Route (≤120m)
Ahmed Saaed Bridge Entrance,897.0,POINT (333528.9883487907 3327882.58021605),True,Near Route (≤120m)
Ahmed Saaed Bridge Exit,0.0,POINT (333517.7575382384 3327871.7049387735),True,Near Route (≤120m)
Ahmed Saeed St. & Abaseyya St.,2090.478217957814,POINT (333509.5092414857 3327140.6005572393),True,Near Route (≤120m)
Ahmed Zaki St. (Maadi),439.0,POINT (332191.0809371049 3316137.4084754526),True,Near Route (≤120m)
Ahram Gardens Resort (6th of October),44.0,POINT (315462.66890862095 3314969.90768045),True,Near Route (≤120m)
Ahram School for Basic Education,424.0,POINT (317945.7946981973 3319009.6281284816),True,Near Route (≤120m)
Aida (Ahmed Helmy St.),152.0,POINT (331909.2126182971 3329468.5723815747),True,Near Route (≤120m)
Ain Helwan Metro,560.0,POINT (338256.7710897273 3304726.1893388834),True,Near Route (≤120m)
Ain Shams University,381.0,POINT (334902.9647760135 3328418.0301443827),True,Near Route (≤120m)
Ain Shams University (Obour),267.0,POINT (351522.7437104083 3342442.7512706374),True,Near Route (≤120m)
Ain Shams University Dorms,263.0,POINT (335146.6153138984 3328644.719580848),True,Near Route (≤120m)
Air Force Hospital,3007.0,POINT (348921.1047116491 3321604.478555337),True,Near Route (≤120m)
Air Force Hospital (Al Waili),2538.0,POINT (333575.92432240245 3326963.3305579284),True,Near Route (≤120m)
Akhnaton School,0.0,POINT (347068.9156732486 3320555.816618971),True,Near Route (≤120m)
Akhnaton Square (5th Settlement),445.0,POINT (346828.0291622792 3320650.4729940854),True,Near Route (≤120m)
Al Aalam Specialized Hospital,994.0,POINT (325694.37268243614 3327503.433066713),True,Near Route (≤120m)
Al Abageyya,1412.0,POINT (332565.1730533717 3322704.2574677793),True,Near Route (≤120m)
Al Abaseyya Institute for Computer & Commercial Sciences,0.0,POINT (338410.5669097178 3335701.9390086383),True,Near Route (≤120m)
Al Abaseyya Institute for Computers,211.0,,False,Far from Route (>120m)
Al Abeet Steps (Ring Rd.),76.0,POINT (324045.3065392581 3327631.4250756316),True,Near Route (≤120m)
Al Abtal Club ( Ein Al Seera),693.0,POINT (331276.1939027631 3321878.683456837),True,Near Route (≤120m)
Al Abyad Automotive ( Faisal St.),737.0,POINT (326274.4696617455 3321636.7054255214),True,Near Route (≤120m)
Al Agouza Hospital,490.0,POINT (328013.4061385427 3326308.0723917787),True,Near Route (≤120m)
Al Agouza Steps (October Bridge),1757.0,POINT (328286.8572003462 3325485.875614682),True,Near Route (≤120m)
Al Ahli Bank (Courniche Boulaq),456.0,POINT (329125.35191373806 3327003.5602354943),True,Near Route (≤120m)
Al Ahli Bank (Faisal St.),1581.0,POINT (324579.27840065304 3320901.118901571),True,Near Route (≤120m)
Al Ahly Sporting Club,1677.9899781949186,POINT (341414.3407414136 3327819.082864482),True,Near Route (≤120m)
Al Ahly Sporting Club (Nasr City),632.0,POINT (341398.5248326438 3327862.7302775406),True,Near Route (≤120m)
Al Amir Steps (Ring Rd.),555.0,POINT (338082.90090085403 3338089.8700424396),True,Near Route (≤120m)
Al Anabeeb - Waili,1114.0,POINT (334156.6337227913 3331120.845116021),True,Near Route (≤120m)
Al Andalous Specialized Hospital (7th District Nasr City),757.0,POINT (338962.05738780287 3324449.478908053),True,Near Route (≤120m)
Al Areesh (Haram St.),1637.0,POINT (322521.5659996782 3319519.8587864977),True,Near Route (≤120m)
Al Atraby Basha Abu Al Ezz St. & Gesr Al Suez St.,1375.0,POINT (339754.24013154523 3332842.6202900326),True,Near Route (≤120m)
Al Azhar Park Gate,272.0,POINT (332857.39804737107 3324489.8040362108),True,Near Route (≤120m)
Al Azhar Pedestrian Bridge,2179.0,POINT (336852.13643275324 3326727.0843486534),True,Near Route (≤120m)
Al Azhar University Hospital ( Nasr City ),304.0,,False,Far from Route (>120m)
Al Azhar University Northen Gate,232.0,POINT (337214.66348271223 3326937.3677839977),True,Near Route (≤120m)
Al Azhar University Southern Gate,240.0,POINT (338091.8891083924 3325626.5410899576),True,Near Route (≤120m)
Al Aziz Bellah (Gesr Al Suez),1454.0,POINT (337708.51303500164 3331023.4326535976),True,Near Route (≤120m)
Al Aziz Bellah St. &  Selim Al Awwal St.,723.0,POINT (337191.00382302416 3331347.159541012),True,Near Route (≤120m)
Al Azizeya Bridge,1457.0,POINT (330660.9541971575 3306670.8081957498),True,Near Route (≤120m)
Al Badrasheen City Council,366.0,POINT (333619.6957538641 3303441.05189771),True,Near Route (≤120m)
Al Bahr Al Aazam St. Exit End,868.0,POINT (327837.50373921276 3318907.673174806),True,Near Route (≤120m)
Al Bahr Al Aazam St. Exit Start,2650.0,POINT (328123.53558177 3318694.030534884),True,Near Route (≤120m)
Al Baloun Theatre (Al Agouza),1734.0,POINT (327941.609766676 3326662.7316357484),True,Near Route (≤120m)
Al Banat Mosque,9591.559839194655,POINT (331670.1476472587 3325230.994627907),True,Near Route (≤120m)
Al Banhawi,4950.0,POINT (332309.0931908594 3326418.828985799),True,Near Route (≤120m)
Al Barageel Entrance,147.0,POINT (322775.27865403634 3327331.3202818106),True,Near Route (≤120m)
Al Barageel Steps (Ring Rd.),175.0,POINT (324495.07867870445 3328712.790983656),True,Near Route (≤120m)
Al Bassous,2388.0,POINT (327819.07126754266 3334952.445095718),True,Near Route (≤120m)
Al Bassous Steps - Ring Road,144.0,POINT (327741.51777308946 3336234.586243186),True,Near Route (≤120m)
Al Batal Ahmed - Saheb Al Diwan,5360.0,POINT (341656.3137435866 3343972.0525800693),True,Near Route (≤120m)
Al Bibany St.,944.0,POINT (331794.6796179088 3323930.9973114505),True,Near Route (≤120m)
Al Bohi (Imbaba),4719.0,POINT (327730.66089996626 3329880.516243726),True,Near Route (≤120m)
Al Central (Laylat Al Qadr),48.0,POINT (297935.1415855412 3314440.9542015684),True,Near Route (≤120m)
Al Central St. & Abou Al Farag St.,386.0,POINT (329760.0884838354 3328341.7991719074),True,Near Route (≤120m)
Al Dandarawy St. & Basateen Rd.,82.0,POINT (332675.52588595473 3319878.464571078),True,Near Route (≤120m)
Al Darb Al Ahmar Police Station,648.0,POINT (331482.34093373 3324219.3065227424),True,Near Route (≤120m)
Al Darraasa Traffic Department,463.0,POINT (333218.2567006659 3325861.2708619097),True,Near Route (≤120m)
Al Dawagen (Nile Corniche),1109.0,POINT (334806.3393885183 3306677.863256614),True,Near Route (≤120m)
Al Demerdash Hospital,1329.0,POINT (333876.483398257 3327970.312336074),True,Near Route (≤120m)
Al Demerdash Metro,4751.0,POINT (333938.64067028137 3328524.043883602),True,Near Route (≤120m)
Al Eman Mosque (Makram Ebeid),3137.0,,False,Far from Route (>120m)
Al Etaby Center,91.0,POINT (303984.5056635384 3325619.7738951165),True,Near Route (≤120m)
Al Ezaby Pharmacy Al Mehwar Al Markazi (6th of October),0.0,POINT (300554.6194703458 3316634.3754565716),True,Near Route (≤120m)
Al Farag Butchery ( Magra Al Oyoun),638.0,,False,Far from Route (>120m)
Al Faragany (Ain Shams St.),495.0,POINT (337905.96994365245 3333029.1015166873),True,Near Route (≤120m)
Al Fardous Compound Entrance (6th of October),66.0,POINT (312227.1109537836 3315802.7242298583),True,Near Route (≤120m)
Al Fath Mosque (Mansheyyet Al Gamal St.),1705.0,POINT (331274.9092185731 3330921.810702976),True,Near Route (≤120m)
Al Fath Superjet,344.0,,False,Far from Route (>120m)
Al Fath Superjet (Nasr City),259.0,POINT (336866.8901642591 3325111.755994407),True,Near Route (≤120m)
Al Fayrouz Medical Center (Helwan),1212.0,POINT (336145.9053477535 3302619.0523071955),True,Near Route (≤120m)
Al Fouad Hospital (Abbaseya),977.0,POINT (333991.98031127104 3328753.1806434556),True,Near Route (≤120m)
Al Gabal Al Asfar (Marg),524.0,POINT (341678.82058557693 3342484.451899692),True,Near Route (≤120m)
Al Galaa Bridge,2426.0,POINT (340290.9079956729 3330580.8739411007),True,Near Route (≤120m)
Al Galaa Bridge (Helipolis),880.0,POINT (340214.0854396562 3330561.258739166),True,Near Route (≤120m)
Al Galaa Military Hospital,443.0,POINT (341083.3759012978 3331005.4123653322),True,Near Route (≤120m)
Al Gamaia Al Sharaia (Nasr City),33.0,POINT (337440.0010377959 3325261.9847319033),True,Near Route (≤120m)
Al Gamaleya Youth Center,3214.0,POINT (333115.9773013285 3325585.4240313373),True,Near Route (≤120m)
Al Garage ( Sawah ),942.0,POINT (334427.7594948546 3331732.0139640016),True,Near Route (≤120m)
Al Gazaer Exit (Ring Rd.),1777.0,POINT (341998.2503650177 3338304.390714672),True,Near Route (≤120m)
Al Gazareen (Warraq),1206.0,POINT (328721.7182519323 3331316.6834512455),True,Near Route (≤120m)
Al Geish Square,1308.0634679701184,POINT (333040.82642162463 3326962.414790339),True,Near Route (≤120m)
Al Gezira Steps (October Bridge),1758.0,POINT (329071.4261659601 3325558.967904221),True,Near Route (≤120m)
Al Gomhoreyya (Al Masraf),440.0,,False,Far from Route (>120m)
Al Gomhoreyya (Howd Al Shaikh),460.0,,False,Far from Route (>120m)
Al Habib Mosque (Al Barageel),266.0,POINT (323550.75270409 3328350.879339344),True,Near Route (≤120m)
Al Hadaba Al Wosta,3165.0,,False,Far from Route (>120m)
Al Hamd Square Station,1033.0,POINT (347895.42873029923 3320050.60961746),True,Near Route (≤120m)
Al Haq Hospital (Arbean St.),1502.0,POINT (337610.11009233294 3334737.5590074463),True,Near Route (≤120m)
Al Harania Footbridge,945.0,POINT (324146.87893590983 3316677.9590492155),True,Near Route (≤120m)
Al Hawamdeyya,629.0,POINT (333194.98570344504 3307623.246150605),True,Near Route (≤120m)
Al Hawamdeyya Bridge St.,1346.0,POINT (333004.17333484336 3308655.032226193),True,Near Route (≤120m)
Al Hawamdeyya Traffic Authority,1653.0,POINT (332842.56077680964 3309529.624041068),True,Near Route (≤120m)
Al Hayat Islamic School (Marg),148.0,POINT (341261.53568606474 3340956.8518483783),True,Near Route (≤120m)
Al Hays Pastry (Nozha St.),490.0,POINT (340400.42204719956 3331504.468747632),True,Near Route (≤120m)
Al Hegaz Square,4472.0,POINT (340555.03210931306 3332237.338881027),True,Near Route (≤120m)
Al Helmeya Garden (Gesr Al Suez),1950.0,POINT (338814.71452784375 3332032.5169526762),True,Near Route (≤120m)
Al Helmeya Square (Heliopolis),7107.0,POINT (337761.2574492243 3332405.640998614),True,Near Route (≤120m)
Al Hennawy Furniture (Airport Rd.),306.0,POINT (343595.07442971086 3333689.0167979114),True,Near Route (≤120m)
Al Herafeyin (Gesr Al Suez),405.0,POINT (344709.08928682405 3335037.0868260395),True,Near Route (≤120m)
Al Herafyeen (Gesr Al Suez),192.0,POINT (344695.915437693 3335052.875761255),True,Near Route (≤120m)
Al Hikma Labs (Nohza St.),205.0,POINT (340473.06113876 3331819.7705706325),True,Near Route (≤120m)
Al Horeyya Rd. (Badr),98.0,POINT (376445.2709986344 3334158.6398617085),True,Near Route (≤120m)
Al Horia Square (Maadi),1688.4263369592259,POINT (331550.8321118146 3315597.133517792),True,Near Route (≤120m)
Al Horreya Square (Shorouq City),0.0,POINT (365444.3885625454 3338321.4915739973),True,Near Route (≤120m)
Al Hossary Azhari Language School,1455.0,POINT (302185.8323043892 3317313.0581888137),True,Near Route (≤120m)
Al Huda Mosuqe (Al Mosky),1518.5930457616591,POINT (331925.1963524945 3325828.4783885735),True,Near Route (≤120m)
Al Hussein Hospital (Al Darraasa),395.0,POINT (332921.09770035325 3325100.20716455),True,Near Route (≤120m)
Al Imam Al Shafei Cemetaries (Autostrad),670.0,POINT (332890.51827108796 3321428.04410987),True,Near Route (≤120m)
Al Ismailiya Square,1875.0,POINT (339550.4184187284 3330643.2302021757),True,Near Route (≤120m)
Al Itihadeya,3773.0,POINT (338090.7740471181 3330004.5199764883),True,Near Route (≤120m)
Al Kabbani Furniture (6th of October),28.0,POINT (299422.97752800566 3315886.313928419),True,Near Route (≤120m)
Al Kahraba Housing Complex,397.0,POINT (334798.74583441333 3305915.1710243565),True,Near Route (≤120m)
Al Kahraba St. (Nasr City),2100.0,POINT (344714.0435730155 3325441.0817524684),True,Near Route (≤120m)
Al Kahraba St. & Al Wahat Road,153.0,POINT (302019.1611027515 3314520.389956185),True,Near Route (≤120m)
Al Kahraba St. & Tabarak St.,177.0,POINT (301440.74307876435 3314800.331608951),True,Near Route (≤120m)
Al Karma Compound Gate (Sheikh Zayed),5.0,POINT (307596.27034102794 3325136.1003769096),True,Near Route (≤120m)
Al Kasr Al Aini Hospital,5747.0,,False,Far from Route (>120m)
Al Kawetch (Al Matareyya),1572.0,POINT (335872.69110125524 3334234.234752507),True,Near Route (≤120m)
Al Kawthar St. & Gamal Al Din Al Banna St.,418.0,POINT (320117.03902789415 3321129.219915346),True,Near Route (≤120m)
Al Kerdasi Schools (Marg),1112.0,POINT (341793.45238166716 3342919.6898307833),True,Near Route (≤120m)
Al Kersh Cars (Heliopolis),444.0,POINT (338654.69006019155 3329286.82143324),True,Near Route (≤120m)
Al Khalafawy Square,3863.0,POINT (330919.6251936855 3330943.227126648),True,Near Route (≤120m)
Al Khashab Bridge,1091.0,POINT (329040.32633539976 3321172.120343218),True,Near Route (≤120m)
Al Khazan St. (6th of October),76.0,POINT (299285.23734065134 3315785.6299399678),True,Near Route (≤120m)
Al Khelaa St.,30.0,POINT (332652.96356182836 3321992.6328801834),True,Near Route (≤120m)
Al Kholafaa Al Rashdeen Mosque - Nasr City,128.0,,False,Far from Route (>120m)
Al Khouly Steps (Ring Rd.),473.0,POINT (326644.70635543147 3331151.7656839853),True,Near Route (≤120m)
Al Kurdi St. - Basateen Rd,647.0,,False,Far from Route (>120m)
Al Kuwaiti Mosque (Zahraa Al Maadi),62.0,POINT (337289.18736750504 3315703.9798133383),True,Near Route (≤120m)
Al Lewaa Steps (26th of July Corridor),362.0,,False,Far from Route (>120m)
Al Maadi Company St. and Al Gazaer St.,1336.0,POINT (333471.438628963 3318383.651702983),True,Near Route (≤120m)
Al Maagfera Mosque (Bolak),2065.0,POINT (329334.95367566287 3327591.5858089784),True,Near Route (≤120m)
Al Maamal ( Al Remaya St.),261.0,POINT (318273.8750079775 3319225.012433783),True,Near Route (≤120m)
Al Maasara Ferry,660.0,POINT (334709.29088815564 3309099.150369039),True,Near Route (≤120m)
Al Maasara For Engineering Industries,885.0,POINT (334754.98763363576 3309576.5266535953),True,Near Route (≤120m)
Al Mafareq (Al Moqattam),1303.0,POINT (338922.3459683425 3321261.5734263523),True,Near Route (≤120m)
Al Mafariq (Al Zawya Al Hamra),1508.0,POINT (332815.0742886976 3330963.54131295),True,Near Route (≤120m)
Al Magzar (Al Mariouteya),1904.0,POINT (322453.3366623217 3317857.6861252896),True,Near Route (≤120m)
Al Magzar Al Aali (Autostrad),128.0,POINT (333571.12109202147 3320327.7508510514),True,Near Route (≤120m)
Al Mahkama (New Cairo),64.0,POINT (348205.4880831372 3320213.7281894074),True,Near Route (≤120m)
Al Malek Al Saleh,4405.0,POINT (329388.5592636209 3321878.6863088515),True,Near Route (≤120m)
Al Malek Al Saleh Bridge,4952.0,POINT (329189.0065167545 3321858.8728960613),True,Near Route (≤120m)
Al Malek Al Saleh Bridge Entrance,1452.0,POINT (329130.5193509681 3321626.8687371076),True,Near Route (≤120m)
Al Malek Al Saleh Metro,643.0,POINT (329228.96019610926 3322123.6773960474),True,Near Route (≤120m)
Al Malek Al Saleh Tunnel Square,0.0,POINT (329690.0933245959 3321888.130840765),True,Near Route (≤120m)
Al Manara Kiosk (Al Moqattam),266.0,POINT (338814.97702567937 3320731.9863722078),True,Near Route (≤120m)
Al Manarah Center For International Conferences,183.0,POINT (344372.695098429 3321912.3024956323),True,Near Route (≤120m)
Al Manhal Private School,926.0,POINT (341642.67216079845 3326075.147312983),True,Near Route (≤120m)
Al Manial,2710.0,POINT (328772.822465237 3323263.791612715),True,Near Route (≤120m)
Al Mansoreya & 26th of July Corridor,1095.0,POINT (316659.3262499416 3327265.4806936807),True,Near Route (≤120m)
Al Marioteya Rd. & 26th of July Corridor,417.0,POINT (319395.3188647606 3327482.3798319227),True,Near Route (≤120m)
Al Markaz St. (Abu Al Nomros),918.0,POINT (327620.0685665484 3314943.8220891),True,Near Route (≤120m)
Al Masa Hall (Nile Corniche),771.0,POINT (334596.470567439 3310214.1858462305),True,Near Route (≤120m)
Al Masah Hospital (Mahdy Arafa),6820.0,,False,Far from Route (>120m)
Al Masallah St. & Al Terilli St,763.0,POINT (337037.75512439176 3334120.6539234677),True,Near Route (≤120m)
Al Matareya Metro,163.0,,False,Far from Route (>120m)
Al Matareyya City Authority,3555.0,POINT (335984.365056545 3332624.2184008267),True,Near Route (≤120m)
Al Matareyya Educational Hospital,4509.0,POINT (336613.9928219904 3333099.697456091),True,Near Route (≤120m)
Al Matareyya Square Station,9486.0,POINT (336800.53395229904 3332743.6297896015),True,Near Route (≤120m)
Al Mazallaat ( Shubra),5680.0,POINT (330927.75922835106 3331363.5583580164),True,Near Route (≤120m)
Al Mazallat,828.0,POINT (330944.0617485143 3331578.7848294717),True,Near Route (≤120m)
Al Mazallat Metro Station,3528.0,POINT (330977.3039807495 3331579.243083755),True,Near Route (≤120m)
Al Mearag Mosque (Ring Rd.),534.0,POINT (336898.0157562359 3318487.6730788494),True,Near Route (≤120m)
Al Moassasa Steps (Ring Rd.),96.0,POINT (343204.3717114094 3338400.9231130634),True,Near Route (≤120m)
Al Moemen Mosque,6197.0,POINT (343070.0583325436 3326253.9966556923),True,Near Route (≤120m)
Al Mohandes Insurance (Ramses),1506.0,POINT (332286.0251141712 3327436.2147683855),True,Near Route (≤120m)
Al Mokhayam Al Daaem (Nasr City),382.0,POINT (337468.3551381348 3325235.003258622),True,Near Route (≤120m)
Al Mokhtabar (Haram St.),1440.0,POINT (322174.9375511956 3319394.175694055),True,Near Route (≤120m)
Al Montazah Compound,0.0,POINT (301153.4774425047 3314288.869088487),True,Near Route (≤120m)
Al Moqattam Hospital,1896.0,POINT (330625.96977310465 3322355.8425732967),True,Near Route (≤120m)
Al Moshir Tantawi Corridor Entrance,56.0,POINT (341752.34061961516 3322615.760343623),True,Near Route (≤120m)
Al Mosky (Port Said St.),3229.0,POINT (331758.65641674586 3325390.557015876),True,Near Route (≤120m)
Al Mostafa Center (6th of October),696.0,POINT (297888.5744129502 3316768.1983640813),True,Near Route (≤120m)
Al Mostafa Mosque,23.0,POINT (350924.39744186494 3320435.916254439),True,Near Route (≤120m)
Al Mostaqbal Entrance,2768.0,POINT (299277.39457695576 3313191.2585094287),True,Near Route (≤120m)
Al Mostaqbal Square (Obour),312.0,POINT (353662.5632972225 3349364.242746027),True,Near Route (≤120m)
Al Mostashfa St & Ahmed Helmy St,733.0,POINT (331759.68305728503 3328193.201936439),True,Near Route (≤120m)
Al Mostashfa St. & Faisel St.,245.0,POINT (321712.0690511132 3319742.463148767),True,Near Route (≤120m)
Al Motamayez Entrance (6th of October),350.0,POINT (303442.6981639152 3320052.5375222145),True,Near Route (≤120m)
Al Motamayez Wahat Entrance 1,432.0,POINT (305987.3345220224 3317706.5927677494),True,Near Route (≤120m)
Al Motamayez Wahat Entrance 2,429.0,POINT (305787.1921087972 3317547.697159758),True,Near Route (≤120m)
Al Mothalath (Ahmed Al Zomor St.),344.0,POINT (342989.7344975356 3325253.615968385),True,Near Route (≤120m)
Al Mothalath (Ahmed Al Zomor),1611.0,,False,Far from Route (>120m)
